Generations	Time	GTA+	GTA-
[10183]	time[10183]= 4.257234e+03	68280246	924825269
[10184]	time[10184]= 4.257735e+03	68277192	924829126
[10185]	time[10185]= 4.258237e+03	68274771	924831811
[10186]	time[10186]= 4.258738e+03	68273713	924834130
[10187]	time[10187]= 4.259239e+03	68270574	924838090
[10188]	time[10188]= 4.259740e+03	68267540	924842335
[10189]	time[10189]= 4.260241e+03	68264081	924845479
[10190]	time[10190]= 4.260741e+03	68261820	924848273
[10191]	time[10191]= 4.261242e+03	68258216	924851853
[10192]	time[10192]= 4.261742e+03	68253539	924855891
[10193]	time[10193]= 4.262242e+03	68251164	924858618
[10194]	time[10194]= 4.262742e+03	68248599	924862762
[10195]	time[10195]= 4.263243e+03	68247346	924864220
[10196]	time[10196]= 4.263743e+03	68245609	924867115
[10197]	time[10197]= 4.264243e+03	68242342	924870857
[10198]	time[10198]= 4.264743e+03	68239760	924873866
[10199]	time[10199]= 4.265244e+03	68237200	924875926
[10200]	time[10200]= 4.265744e+03	68235334	924878416
[10201]	time[10201]= 4.266244e+03	68232981	924880721
[10202]	time[10202]= 4.266744e+03	68231426	924882222
[10203]	time[10203]= 4.267245e+03	68228626	924885776
[10204]	time[10204]= 4.267747e+03	68225935	924889184
[10205]	time[10205]= 4.268247e+03	68223057	924891676
[10206]	time[10206]= 4.268748e+03	68220570	924894211
[10207]	time[10207]= 4.269249e+03	68220238	924897055
[10208]	time[10208]= 4.269750e+03	68218696	924898134
[10209]	time[10209]= 4.270250e+03	68217154	924900464
[10210]	time[10210]= 4.270752e+03	68213721	924903310
[10211]	time[10211]= 4.271253e+03	68212389	924905628
[10212]	time[10212]= 4.271754e+03	68208186	924909171
[10213]	time[10213]= 4.272254e+03	68207306	924911684
[10214]	time[10214]= 4.272755e+03	68203586	924914107
[10215]	time[10215]= 4.273256e+03	68201144	924916421
[10216]	time[10216]= 4.273757e+03	68199537	924918889
[10217]	time[10217]= 4.274257e+03	68198437	924920199
[10218]	time[10218]= 4.274759e+03	68196448	924923270
[10219]	time[10219]= 4.275260e+03	68193020	924925384
[10220]	time[10220]= 4.275762e+03	68191660	924926980
[10221]	time[10221]= 4.276263e+03	68187531	924929432
[10222]	time[10222]= 4.276765e+03	68184233	924932596
[10223]	time[10223]= 4.277266e+03	68182588	924935117
[10224]	time[10224]= 4.277767e+03	68179876	924937410
[10225]	time[10225]= 4.278268e+03	68177223	924941964
[10226]	time[10226]= 4.278770e+03	68175346	924944856
[10227]	time[10227]= 4.279270e+03	68170938	924949341
[10228]	time[10228]= 4.279772e+03	68167834	924952590
[10229]	time[10229]= 4.280274e+03	68164638	924956309
[10230]	time[10230]= 4.280774e+03	68162985	924959432
[10231]	time[10231]= 4.281275e+03	68160635	924962648
[10232]	time[10232]= 4.281777e+03	68157599	924965251
[10233]	time[10233]= 4.282278e+03	68155677	924968015
[10234]	time[10234]= 4.282779e+03	68153964	924970506
[10235]	time[10235]= 4.283280e+03	68148799	924973510
[10236]	time[10236]= 4.283782e+03	68145527	924975398
[10237]	time[10237]= 4.284284e+03	68143509	924977683
[10238]	time[10238]= 4.284787e+03	68141753	924980380
[10239]	time[10239]= 4.285288e+03	68140766	924982417
[10240]	time[10240]= 4.285790e+03	68137899	924985797
[10241]	time[10241]= 4.286291e+03	68134142	924989372
[10242]	time[10242]= 4.286793e+03	68130597	924992451
[10243]	time[10243]= 4.287295e+03	68128019	924995753
[10244]	time[10244]= 4.287797e+03	68125932	924998926
[10245]	time[10245]= 4.288298e+03	68123728	925002695
[10246]	time[10246]= 4.288799e+03	68120825	925006339
[10247]	time[10247]= 4.289301e+03	68118303	925008942
[10248]	time[10248]= 4.289803e+03	68116608	925010904
[10249]	time[10249]= 4.290304e+03	68114012	925013683
[10250]	time[10250]= 4.290806e+03	68112630	925015880
[10251]	time[10251]= 4.291307e+03	68109788	925019049
[10252]	time[10252]= 4.291808e+03	68106770	925021752
[10253]	time[10253]= 4.292311e+03	68103972	925024419
[10254]	time[10254]= 4.292812e+03	68099995	925027701
[10255]	time[10255]= 4.293314e+03	68097537	925029445
[10256]	time[10256]= 4.293816e+03	68093170	925033306
[10257]	time[10257]= 4.294317e+03	68090709	925036808
[10258]	time[10258]= 4.294818e+03	68088312	925038876
[10259]	time[10259]= 4.295320e+03	68084813	925041989
[10260]	time[10260]= 4.295821e+03	68081343	925044314
[10261]	time[10261]= 4.296323e+03	68079568	925046729
[10262]	time[10262]= 4.296825e+03	68077611	925050007
[10263]	time[10263]= 4.297327e+03	68075934	925052527
[10264]	time[10264]= 4.297829e+03	68073081	925054730
[10265]	time[10265]= 4.298331e+03	68070574	925058718
[10266]	time[10266]= 4.298833e+03	68068120	925063390
[10267]	time[10267]= 4.299335e+03	68065981	925065578
[10268]	time[10268]= 4.299837e+03	68064938	925067832
[10269]	time[10269]= 4.300339e+03	68063949	925069768
[10270]	time[10270]= 4.300842e+03	68060725	925072151
[10271]	time[10271]= 4.301345e+03	68057774	925077045
[10272]	time[10272]= 4.301847e+03	68055266	925080045
[10273]	time[10273]= 4.302349e+03	68052345	925082529
[10274]	time[10274]= 4.302852e+03	68049900	925084503
[10275]	time[10275]= 4.303355e+03	68047779	925086798
[10276]	time[10276]= 4.303857e+03	68044971	925089498
[10277]	time[10277]= 4.304358e+03	68042120	925094434
[10278]	time[10278]= 4.304860e+03	68038563	925098184
[10279]	time[10279]= 4.305362e+03	68035829	925100248
[10280]	time[10280]= 4.305864e+03	68034494	925103145
[10281]	time[10281]= 4.306365e+03	68031383	925106137
[10282]	time[10282]= 4.306867e+03	68029846	925106855
[10283]	time[10283]= 4.307370e+03	68028053	925109880
[10284]	time[10284]= 4.307873e+03	68025187	925112682
[10285]	time[10285]= 4.308375e+03	68024077	925114934
[10286]	time[10286]= 4.308878e+03	68022894	925116398
[10287]	time[10287]= 4.309380e+03	68022101	925118076
[10288]	time[10288]= 4.309883e+03	68019906	925119867
[10289]	time[10289]= 4.310385e+03	68017475	925123385
[10290]	time[10290]= 4.310887e+03	68014457	925126683
[10291]	time[10291]= 4.311389e+03	68012750	925129607
[10292]	time[10292]= 4.311892e+03	68010669	925131720
[10293]	time[10293]= 4.312395e+03	68008553	925133670
[10294]	time[10294]= 4.312897e+03	68005409	925135905
[10295]	time[10295]= 4.313400e+03	68004258	925139239
[10296]	time[10296]= 4.313902e+03	68001715	925142033
[10297]	time[10297]= 4.314404e+03	68000073	925143862
[10298]	time[10298]= 4.314906e+03	67998291	925146906
[10299]	time[10299]= 4.315409e+03	67995655	925150398
[10300]	time[10300]= 4.315912e+03	67994146	925152928
[10301]	time[10301]= 4.316415e+03	67992929	925155639
[10302]	time[10302]= 4.316917e+03	67989791	925157710
[10303]	time[10303]= 4.317420e+03	67987365	925159976
[10304]	time[10304]= 4.317923e+03	67985657	925161658
[10305]	time[10305]= 4.318426e+03	67984435	925165067
[10306]	time[10306]= 4.318928e+03	67981280	925167853
[10307]	time[10307]= 4.319431e+03	67979483	925169569
[10308]	time[10308]= 4.319934e+03	67976181	925171139
[10309]	time[10309]= 4.320437e+03	67973145	925175282
[10310]	time[10310]= 4.320940e+03	67968952	925178445
[10311]	time[10311]= 4.321443e+03	67965476	925181608
[10312]	time[10312]= 4.321946e+03	67963374	925184056
[10313]	time[10313]= 4.322449e+03	67960336	925187368
[10314]	time[10314]= 4.322951e+03	67956219	925190882
[10315]	time[10315]= 4.323454e+03	67952768	925194819
[10316]	time[10316]= 4.323956e+03	67950118	925196301
[10317]	time[10317]= 4.324460e+03	67947480	925198937
[10318]	time[10318]= 4.324963e+03	67945184	925201066
[10319]	time[10319]= 4.325465e+03	67943841	925203851
[10320]	time[10320]= 4.325969e+03	67940734	925207392
[10321]	time[10321]= 4.326471e+03	67938376	925209420
[10322]	time[10322]= 4.326975e+03	67937212	925211245
[10323]	time[10323]= 4.327478e+03	67933984	925215139
[10324]	time[10324]= 4.327981e+03	67931626	925218475
[10325]	time[10325]= 4.328484e+03	67929190	925221394
[10326]	time[10326]= 4.328987e+03	67927966	925222938
[10327]	time[10327]= 4.329491e+03	67924414	925225502
[10328]	time[10328]= 4.329994e+03	67922163	925228219
[10329]	time[10329]= 4.330497e+03	67918185	925231576
[10330]	time[10330]= 4.331001e+03	67916232	925236326
[10331]	time[10331]= 4.331503e+03	67913385	925239219
[10332]	time[10332]= 4.332006e+03	67912794	925240580
[10333]	time[10333]= 4.332509e+03	67911374	925243432
[10334]	time[10334]= 4.333013e+03	67908684	925247445
[10335]	time[10335]= 4.333516e+03	67905729	925250400
[10336]	time[10336]= 4.334020e+03	67904858	925252043
[10337]	time[10337]= 4.334522e+03	67902898	925254380
[10338]	time[10338]= 4.335026e+03	67900643	925256667
[10339]	time[10339]= 4.335529e+03	67900344	925257460
[10340]	time[10340]= 4.336034e+03	67899453	925258841
[10341]	time[10341]= 4.336537e+03	67897967	925260641
[10342]	time[10342]= 4.337040e+03	67894076	925263366
[10343]	time[10343]= 4.337544e+03	67891196	925267117
[10344]	time[10344]= 4.338047e+03	67890762	925267444
[10345]	time[10345]= 4.338551e+03	67888261	925270423
[10346]	time[10346]= 4.339055e+03	67885791	925273219
[10347]	time[10347]= 4.339559e+03	67883580	925275484
[10348]	time[10348]= 4.340063e+03	67881225	925278022
[10349]	time[10349]= 4.340567e+03	67879623	925279342
[10350]	time[10350]= 4.341069e+03	67877108	925281851
[10351]	time[10351]= 4.341573e+03	67874726	925284689
[10352]	time[10352]= 4.342076e+03	67871567	925287583
[10353]	time[10353]= 4.342580e+03	67869228	925289673
[10354]	time[10354]= 4.343083e+03	67867526	925291806
[10355]	time[10355]= 4.343586e+03	67865280	925294186
[10356]	time[10356]= 4.344090e+03	67863233	925296069
[10357]	time[10357]= 4.344593e+03	67861338	925298507
[10358]	time[10358]= 4.345097e+03	67857810	925301818
[10359]	time[10359]= 4.345601e+03	67856344	925302670
[10360]	time[10360]= 4.346104e+03	67855219	925304662
[10361]	time[10361]= 4.346607e+03	67853047	925306770
[10362]	time[10362]= 4.347111e+03	67850269	925310512
[10363]	time[10363]= 4.347616e+03	67847116	925313675
[10364]	time[10364]= 4.348120e+03	67845591	925315348
[10365]	time[10365]= 4.348624e+03	67842663	925317275
[10366]	time[10366]= 4.349128e+03	67841295	925317802
[10367]	time[10367]= 4.349632e+03	67838119	925320288
[10368]	time[10368]= 4.350135e+03	67835253	925322989
[10369]	time[10369]= 4.350638e+03	67833758	925326064
[10370]	time[10370]= 4.351142e+03	67833107	925328687
[10371]	time[10371]= 4.351645e+03	67830945	925330738
[10372]	time[10372]= 4.352150e+03	67829208	925332964
[10373]	time[10373]= 4.352653e+03	67826446	925335270
[10374]	time[10374]= 4.353157e+03	67824304	925337816
[10375]	time[10375]= 4.353661e+03	67822006	925339174
[10376]	time[10376]= 4.354165e+03	67818364	925341832
[10377]	time[10377]= 4.354669e+03	67816302	925345019
[10378]	time[10378]= 4.355173e+03	67814463	925347555
[10379]	time[10379]= 4.355677e+03	67812065	925349783
[10380]	time[10380]= 4.356181e+03	67809107	925352798
[10381]	time[10381]= 4.356685e+03	67807840	925354226
[10382]	time[10382]= 4.357189e+03	67805407	925357155
[10383]	time[10383]= 4.357692e+03	67802854	925359383
[10384]	time[10384]= 4.358195e+03	67799989	925360999
[10385]	time[10385]= 4.358699e+03	67798507	925363275
[10386]	time[10386]= 4.359203e+03	67795196	925366348
[10387]	time[10387]= 4.359708e+03	67793046	925368529
[10388]	time[10388]= 4.360212e+03	67790450	925371813
[10389]	time[10389]= 4.360715e+03	67786623	925374821
[10390]	time[10390]= 4.361219e+03	67783559	925378227
[10391]	time[10391]= 4.361723e+03	67780918	925380357
[10392]	time[10392]= 4.362227e+03	67779203	925382414
[10393]	time[10393]= 4.362731e+03	67775146	925386328
[10394]	time[10394]= 4.363236e+03	67772876	925388333
[10395]	time[10395]= 4.363740e+03	67770047	925391514
[10396]	time[10396]= 4.364245e+03	67768120	925394529
[10397]	time[10397]= 4.364749e+03	67765546	925396688
[10398]	time[10398]= 4.365254e+03	67762483	925398832
[10399]	time[10399]= 4.365759e+03	67760170	925401555
[10400]	time[10400]= 4.366263e+03	67756537	925403352
[10401]	time[10401]= 4.366768e+03	67755844	925405454
[10402]	time[10402]= 4.367273e+03	67752284	925408905
[10403]	time[10403]= 4.367777e+03	67750734	925411633
[10404]	time[10404]= 4.368281e+03	67747792	925414759
[10405]	time[10405]= 4.368786e+03	67744811	925417598
[10406]	time[10406]= 4.369290e+03	67742737	925420480
[10407]	time[10407]= 4.369794e+03	67741266	925422764
[10408]	time[10408]= 4.370298e+03	67738005	925426605
[10409]	time[10409]= 4.370804e+03	67733993	925429473
[10410]	time[10410]= 4.371309e+03	67731730	925432194
[10411]	time[10411]= 4.371814e+03	67729702	925434955
[10412]	time[10412]= 4.372318e+03	67728607	925436574
[10413]	time[10413]= 4.372822e+03	67727043	925438370
[10414]	time[10414]= 4.373327e+03	67722873	925442745
[10415]	time[10415]= 4.373832e+03	67719596	925445877
[10416]	time[10416]= 4.374337e+03	67716241	925448134
[10417]	time[10417]= 4.374842e+03	67713638	925450591
[10418]	time[10418]= 4.375346e+03	67710909	925454819
[10419]	time[10419]= 4.375851e+03	67707895	925458193
[10420]	time[10420]= 4.376356e+03	67706276	925460610
[10421]	time[10421]= 4.376860e+03	67704484	925462621
[10422]	time[10422]= 4.377365e+03	67702635	925465753
[10423]	time[10423]= 4.377869e+03	67700244	925467586
[10424]	time[10424]= 4.378373e+03	67698316	925470041
[10425]	time[10425]= 4.378877e+03	67696008	925471907
[10426]	time[10426]= 4.379382e+03	67693586	925474086
[10427]	time[10427]= 4.379887e+03	67690039	925476749
[10428]	time[10428]= 4.380392e+03	67688299	925479315
[10429]	time[10429]= 4.380897e+03	67685155	925482189
[10430]	time[10430]= 4.381401e+03	67680526	925485953
[10431]	time[10431]= 4.381905e+03	67678827	925488553
[10432]	time[10432]= 4.382410e+03	67677487	925490341
[10433]	time[10433]= 4.382915e+03	67674877	925494595
[10434]	time[10434]= 4.383420e+03	67673037	925497830
[10435]	time[10435]= 4.383924e+03	67671100	925500085
[10436]	time[10436]= 4.384429e+03	67668468	925502357
[10437]	time[10437]= 4.384934e+03	67665486	925505511
[10438]	time[10438]= 4.385438e+03	67663244	925508140
[10439]	time[10439]= 4.385943e+03	67660293	925510962
[10440]	time[10440]= 4.386448e+03	67657553	925514074
[10441]	time[10441]= 4.386954e+03	67655587	925517259
[10442]	time[10442]= 4.387460e+03	67653759	925518272
[10443]	time[10443]= 4.387964e+03	67650790	925520586
[10444]	time[10444]= 4.388469e+03	67648807	925523615
[10445]	time[10445]= 4.388974e+03	67646075	925525886
[10446]	time[10446]= 4.389479e+03	67643666	925529160
[10447]	time[10447]= 4.389984e+03	67642182	925531410
[10448]	time[10448]= 4.390489e+03	67639036	925532992
[10449]	time[10449]= 4.390995e+03	67636614	925535947
[10450]	time[10450]= 4.391500e+03	67634361	925538595
[10451]	time[10451]= 4.392006e+03	67632050	925541667
[10452]	time[10452]= 4.392511e+03	67628997	925543952
[10453]	time[10453]= 4.393015e+03	67625546	925548537
[10454]	time[10454]= 4.393521e+03	67623773	925550363
[10455]	time[10455]= 4.394027e+03	67621617	925553997
[10456]	time[10456]= 4.394532e+03	67618638	925557291
[10457]	time[10457]= 4.395037e+03	67616705	925559402
[10458]	time[10458]= 4.395543e+03	67614156	925562546
[10459]	time[10459]= 4.396048e+03	67612096	925565855
[10460]	time[10460]= 4.396553e+03	67608770	925569106
[10461]	time[10461]= 4.397059e+03	67606339	925572249
[10462]	time[10462]= 4.397564e+03	67603652	925574830
[10463]	time[10463]= 4.398069e+03	67600506	925579138
[10464]	time[10464]= 4.398575e+03	67598185	925581707
[10465]	time[10465]= 4.399080e+03	67594495	925583848
[10466]	time[10466]= 4.399585e+03	67592351	925585984
[10467]	time[10467]= 4.400091e+03	67590312	925588667
[10468]	time[10468]= 4.400596e+03	67587444	925591873
[10469]	time[10469]= 4.401102e+03	67585178	925593867
[10470]	time[10470]= 4.401607e+03	67583747	925596655
[10471]	time[10471]= 4.402113e+03	67579833	925600212
[10472]	time[10472]= 4.402619e+03	67578332	925603070
[10473]	time[10473]= 4.403124e+03	67575795	925604443
[10474]	time[10474]= 4.403629e+03	67574043	925607154
[10475]	time[10475]= 4.404134e+03	67572892	925609745
[10476]	time[10476]= 4.404640e+03	67572545	925612202
[10477]	time[10477]= 4.405146e+03	67569944	925615965
[10478]	time[10478]= 4.405652e+03	67566685	925620062
[10479]	time[10479]= 4.406158e+03	67564668	925622396
[10480]	time[10480]= 4.406663e+03	67561254	925625309
[10481]	time[10481]= 4.407169e+03	67556727	925629510
[10482]	time[10482]= 4.407674e+03	67553232	925633509
[10483]	time[10483]= 4.408180e+03	67549116	925636972
[10484]	time[10484]= 4.408686e+03	67546104	925639674
[10485]	time[10485]= 4.409191e+03	67543073	925642406
[10486]	time[10486]= 4.409698e+03	67540400	925645194
[10487]	time[10487]= 4.410204e+03	67538145	925646667
[10488]	time[10488]= 4.410710e+03	67535468	925649133
[10489]	time[10489]= 4.411216e+03	67532467	925652154
[10490]	time[10490]= 4.411721e+03	67529303	925654761
[10491]	time[10491]= 4.412227e+03	67526078	925658242
[10492]	time[10492]= 4.412733e+03	67524756	925660034
[10493]	time[10493]= 4.413239e+03	67522478	925662323
[10494]	time[10494]= 4.413743e+03	67519252	925664657
[10495]	time[10495]= 4.414250e+03	67517534	925667988
[10496]	time[10496]= 4.414755e+03	67514800	925671207
[10497]	time[10497]= 4.415262e+03	67513986	925673634
[10498]	time[10498]= 4.415767e+03	67510983	925677847
[10499]	time[10499]= 4.416273e+03	67507864	925679991
[10500]	time[10500]= 4.416779e+03	67504697	925683203
[10501]	time[10501]= 4.417285e+03	67502912	925685326
[10502]	time[10502]= 4.417791e+03	67500425	925687910
[10503]	time[10503]= 4.418297e+03	67497993	925690767
[10504]	time[10504]= 4.418803e+03	67496333	925693560
[10505]	time[10505]= 4.419309e+03	67493587	925697539
[10506]	time[10506]= 4.419814e+03	67490750	925700050
[10507]	time[10507]= 4.420320e+03	67487966	925702693
[10508]	time[10508]= 4.420826e+03	67486521	925705243
[10509]	time[10509]= 4.421332e+03	67483459	925708655
[10510]	time[10510]= 4.421838e+03	67480673	925710925
[10511]	time[10511]= 4.422344e+03	67477181	925713888
[10512]	time[10512]= 4.422849e+03	67474976	925715821
[10513]	time[10513]= 4.423356e+03	67471570	925719268
[10514]	time[10514]= 4.423862e+03	67470189	925721688
[10515]	time[10515]= 4.424368e+03	67466631	925724963
[10516]	time[10516]= 4.424875e+03	67463669	925728477
[10517]	time[10517]= 4.425382e+03	67460242	925732482
[10518]	time[10518]= 4.425889e+03	67456846	925735821
[10519]	time[10519]= 4.426395e+03	67453269	925740873
[10520]	time[10520]= 4.426902e+03	67451447	925742866
[10521]	time[10521]= 4.427407e+03	67447888	925745260
[10522]	time[10522]= 4.427914e+03	67446491	925746499
[10523]	time[10523]= 4.428420e+03	67445458	925747245
[10524]	time[10524]= 4.428927e+03	67442816	925748967
[10525]	time[10525]= 4.429434e+03	67440132	925752617
[10526]	time[10526]= 4.429940e+03	67436676	925754988
[10527]	time[10527]= 4.430446e+03	67434396	925756487
[10528]	time[10528]= 4.430953e+03	67432254	925759282
[10529]	time[10529]= 4.431460e+03	67431018	925761162
[10530]	time[10530]= 4.431966e+03	67428428	925764112
[10531]	time[10531]= 4.432472e+03	67425633	925766223
[10532]	time[10532]= 4.432979e+03	67423329	925767605
[10533]	time[10533]= 4.433486e+03	67419909	925770835
[10534]	time[10534]= 4.433992e+03	67417657	925774180
[10535]	time[10535]= 4.434500e+03	67414788	925777574
[10536]	time[10536]= 4.435006e+03	67411900	925779446
[10537]	time[10537]= 4.435513e+03	67410047	925783348
[10538]	time[10538]= 4.436020e+03	67406765	925786714
[10539]	time[10539]= 4.436527e+03	67402728	925789980
[10540]	time[10540]= 4.437034e+03	67400132	925793268
[10541]	time[10541]= 4.437540e+03	67397473	925796065
[10542]	time[10542]= 4.438047e+03	67396580	925799563
[10543]	time[10543]= 4.438554e+03	67393881	925803311
[10544]	time[10544]= 4.439060e+03	67391887	925805639
[10545]	time[10545]= 4.439567e+03	67389476	925807426
[10546]	time[10546]= 4.440073e+03	67386824	925809564
[10547]	time[10547]= 4.440579e+03	67384351	925811761
[10548]	time[10548]= 4.441087e+03	67383297	925814418
[10549]	time[10549]= 4.441594e+03	67379756	925816488
[10550]	time[10550]= 4.442102e+03	67378135	925819195
[10551]	time[10551]= 4.442609e+03	67376324	925822135
[10552]	time[10552]= 4.443117e+03	67373978	925825411
[10553]	time[10553]= 4.443624e+03	67371421	925828869
[10554]	time[10554]= 4.444131e+03	67370103	925832003
[10555]	time[10555]= 4.444638e+03	67368775	925834294
[10556]	time[10556]= 4.445145e+03	67365421	925837576
[10557]	time[10557]= 4.445654e+03	67362671	925839881
[10558]	time[10558]= 4.446160e+03	67359981	925843029
[10559]	time[10559]= 4.446668e+03	67357259	925846508
[10560]	time[10560]= 4.447176e+03	67354113	925849666
[10561]	time[10561]= 4.447682e+03	67351759	925852638
[10562]	time[10562]= 4.448190e+03	67349291	925854489
[10563]	time[10563]= 4.448696e+03	67346293	925857624
[10564]	time[10564]= 4.449203e+03	67343350	925860006
[10565]	time[10565]= 4.449711e+03	67340895	925863537
[10566]	time[10566]= 4.450219e+03	67337071	925866133
[10567]	time[10567]= 4.450726e+03	67334007	925868498
[10568]	time[10568]= 4.451234e+03	67332374	925871306
[10569]	time[10569]= 4.451741e+03	67330305	925874734
[10570]	time[10570]= 4.452248e+03	67326715	925878961
[10571]	time[10571]= 4.452755e+03	67326506	925880431
[10572]	time[10572]= 4.453262e+03	67326624	925882006
[10573]	time[10573]= 4.453770e+03	67323502	925884566
[10574]	time[10574]= 4.454276e+03	67320353	925887765
[10575]	time[10575]= 4.454784e+03	67318331	925890360
[10576]	time[10576]= 4.455291e+03	67316934	925892498
[10577]	time[10577]= 4.455798e+03	67314948	925894565
[10578]	time[10578]= 4.456305e+03	67312219	925896234
[10579]	time[10579]= 4.456813e+03	67309021	925898584
[10580]	time[10580]= 4.457320e+03	67306353	925901323
[10581]	time[10581]= 4.457827e+03	67304613	925904273
[10582]	time[10582]= 4.458336e+03	67302291	925906888
[10583]	time[10583]= 4.458844e+03	67299665	925909531
[10584]	time[10584]= 4.459352e+03	67297822	925912004
[10585]	time[10585]= 4.459859e+03	67293753	925915706
[10586]	time[10586]= 4.460367e+03	67290937	925919032
[10587]	time[10587]= 4.460874e+03	67288396	925921296
[10588]	time[10588]= 4.461382e+03	67285394	925925138
[10589]	time[10589]= 4.461890e+03	67284000	925927553
[10590]	time[10590]= 4.462397e+03	67281830	925929355
[10591]	time[10591]= 4.462904e+03	67278319	925934611
[10592]	time[10592]= 4.463411e+03	67275345	925937565
[10593]	time[10593]= 4.463919e+03	67272113	925940754
[10594]	time[10594]= 4.464426e+03	67270024	925944617
[10595]	time[10595]= 4.464934e+03	67267774	925947041
[10596]	time[10596]= 4.465441e+03	67265603	925949734
[10597]	time[10597]= 4.465949e+03	67264934	925951472
[10598]	time[10598]= 4.466457e+03	67262257	925954115
[10599]	time[10599]= 4.466964e+03	67259654	925957032
[10600]	time[10600]= 4.467473e+03	67256677	925961253
[10601]	time[10601]= 4.467982e+03	67253858	925965384
[10602]	time[10602]= 4.468490e+03	67251972	925966920
[10603]	time[10603]= 4.468998e+03	67248502	925970041
[10604]	time[10604]= 4.469505e+03	67246799	925972629
[10605]	time[10605]= 4.470013e+03	67243765	925976221
[10606]	time[10606]= 4.470521e+03	67242472	925978213
[10607]	time[10607]= 4.471028e+03	67239253	925981304
[10608]	time[10608]= 4.471536e+03	67238280	925981263
[10609]	time[10609]= 4.472044e+03	67234703	925984462
[10610]	time[10610]= 4.472551e+03	67231409	925988052
[10611]	time[10611]= 4.473059e+03	67228408	925990380
[10612]	time[10612]= 4.473568e+03	67225773	925992710
[10613]	time[10613]= 4.474076e+03	67222370	925997184
[10614]	time[10614]= 4.474584e+03	67218671	926000359
[10615]	time[10615]= 4.475092e+03	67215055	926004393
[10616]	time[10616]= 4.475602e+03	67211709	926006145
[10617]	time[10617]= 4.476110e+03	67208887	926009030
[10618]	time[10618]= 4.476618e+03	67206724	926012420
[10619]	time[10619]= 4.477128e+03	67204790	926013967
[10620]	time[10620]= 4.477636e+03	67202867	926016149
[10621]	time[10621]= 4.478144e+03	67200488	926017870
[10622]	time[10622]= 4.478651e+03	67196775	926021404
[10623]	time[10623]= 4.479161e+03	67193679	926024555
[10624]	time[10624]= 4.479668e+03	67190712	926028450
[10625]	time[10625]= 4.480178e+03	67188173	926032211
[10626]	time[10626]= 4.480685e+03	67185424	926034372
[10627]	time[10627]= 4.481193e+03	67182025	926037485
[10628]	time[10628]= 4.481703e+03	67180504	926039687
[10629]	time[10629]= 4.482211e+03	67178018	926042351
[10630]	time[10630]= 4.482719e+03	67175614	926044359
[10631]	time[10631]= 4.483227e+03	67173755	926047630
[10632]	time[10632]= 4.483736e+03	67172479	926049363
[10633]	time[10633]= 4.484244e+03	67169690	926052674
[10634]	time[10634]= 4.484753e+03	67166604	926055735
[10635]	time[10635]= 4.485262e+03	67162976	926059598
[10636]	time[10636]= 4.485771e+03	67159770	926063179
[10637]	time[10637]= 4.486279e+03	67156430	926066399
[10638]	time[10638]= 4.486787e+03	67153584	926068982
[10639]	time[10639]= 4.487295e+03	67151301	926071462
[10640]	time[10640]= 4.487803e+03	67148338	926074617
[10641]	time[10641]= 4.488311e+03	67144599	926078809
[10642]	time[10642]= 4.488820e+03	67142083	926081282
[10643]	time[10643]= 4.489329e+03	67140834	926084033
[10644]	time[10644]= 4.489839e+03	67139210	926086691
[10645]	time[10645]= 4.490347e+03	67135931	926090354
[10646]	time[10646]= 4.490856e+03	67131813	926093973
[10647]	time[10647]= 4.491365e+03	67131399	926097134
[10648]	time[10648]= 4.491874e+03	67128755	926099996
[10649]	time[10649]= 4.492383e+03	67127585	926102924
[10650]	time[10650]= 4.492891e+03	67125559	926104919
[10651]	time[10651]= 4.493400e+03	67121701	926108074
[10652]	time[10652]= 4.493911e+03	67119383	926111235
[10653]	time[10653]= 4.494419e+03	67118086	926113727
[10654]	time[10654]= 4.494929e+03	67116411	926116351
[10655]	time[10655]= 4.495438e+03	67113494	926118289
[10656]	time[10656]= 4.495947e+03	67110880	926121693
[10657]	time[10657]= 4.496455e+03	67108839	926124421
[10658]	time[10658]= 4.496964e+03	67106036	926128071
[10659]	time[10659]= 4.497473e+03	67102320	926130045
[10660]	time[10660]= 4.497982e+03	67100965	926132880
[10661]	time[10661]= 4.498491e+03	67099013	926135520
[10662]	time[10662]= 4.499000e+03	67094603	926139205
[10663]	time[10663]= 4.499508e+03	67092673	926141759
[10664]	time[10664]= 4.500018e+03	67089512	926144295
[10665]	time[10665]= 4.500527e+03	67086552	926145687
[10666]	time[10666]= 4.501035e+03	67085103	926147615
[10667]	time[10667]= 4.501545e+03	67082095	926150668
[10668]	time[10668]= 4.502055e+03	67080064	926152841
[10669]	time[10669]= 4.502564e+03	67077072	926156304
[10670]	time[10670]= 4.503073e+03	67075568	926158095
[10671]	time[10671]= 4.503583e+03	67072381	926160580
[10672]	time[10672]= 4.504092e+03	67071731	926163119
[10673]	time[10673]= 4.504602e+03	67068978	926165058
[10674]	time[10674]= 4.505112e+03	67067006	926167658
[10675]	time[10675]= 4.505621e+03	67064006	926171764
[10676]	time[10676]= 4.506131e+03	67062924	926172689
[10677]	time[10677]= 4.506640e+03	67060646	926175822
[10678]	time[10678]= 4.507149e+03	67055973	926179668
[10679]	time[10679]= 4.507659e+03	67052303	926183639
[10680]	time[10680]= 4.508168e+03	67050330	926184986
[10681]	time[10681]= 4.508678e+03	67047444	926189003
